country,consumption,density,lat,lon
ethiopia,1.663807429,1,8.970293999,36.52571106
ethiopia,3.79488366,1,7.006349564,40.99502182
ethiopia,7.641641795,0,9.612397194,41.87162018
ethiopia,9.291894658,1,14.47715378,39.54027176
ethiopia,2.056142883,0,8.368388176,33.43482971
ethiopia,2.155071977,1,7.26668644,35.32123184
ethiopia,13.9016533,0,9.361068726,36.18533325
ethiopia,5.247519196,1,6.078985214,41.1893959
ethiopia,1.379896771,0,9.080020905,36.54062271
ethiopia,2.483860973,1,10.38135719,39.72644043
ethiopia,1.997149656,1,10.04919052,34.66599655
ethiopia,1.025365322,0,8.306919098,33.67980576
ethiopia,2.286623548,1,7.212400913,37.33958435
ethiopia,1.455507187,1,6.272269249,38.34176636
ethiopia,4.013737144,1,9.616779327,42.13942719
ethiopia,10.19276719,0,8.98799324,38.75844574
ethiopia,2.122556514,1,10.59738731,38.79512024
ethiopia,9.529715441,0,7.541955948,37.86379242
ethiopia,2.838192903,0,10.9759531,36.51534653
ethiopia,4.68533966,0,8.504864693,39.54280472
ethiopia,5.42435142,0,9.304309845,42.12812424
ethiopia,3.640920751,1,10.02707291,40.20843506
ethiopia,5.275885819,1,10.78948307,38.78026199
ethiopia,4.291089513,1,9.079937935,42.94319534
ethiopia,1.084926036,1,4.0107584,41.76586151
ethiopia,4.021325987,0,9.617219925,41.79060364
ethiopia,4.012907834,0,7.238456726,35.32180405
ethiopia,5.571796638,0,10.54384899,37.76353455
ethiopia,1.558716041,1,7.958240032,36.51473236
ethiopia,8.513558328,0,11.60787392,40.01696777
ethiopia,2.939312773,0,11.74993801,41.08036423
ethiopia,1.670383488,1,5.284783363,39.74843216
ethiopia,31.40974361,1,9.309889793,42.10306931
ethiopia,2.160074241,1,7.067582607,35.66877747
ethiopia,0.743734577,1,6.09765625,38.15765381
ethiopia,2.957960256,0,8.931604385,38.75553513
ethiopia,2.422259636,0,14.11701298,38.75307083
ethiopia,6.805438637,0,9.623778343,41.87479019
ethiopia,0.894516545,1,12.920681,37.52317429
ethiopia,13.1516515,0,9.404315948,41.55886459
ethiopia,2.329459525,0,7.8069067,43.94190979
ethiopia,1.317361538,1,10.47298241,37.86995697
ethiopia,1.316769832,1,13.72762299,37.24367905
ethiopia,3.004214258,1,14.18567562,39.83734512
ethiopia,4.322792607,0,12.27194691,39.602314
ethiopia,3.523866778,1,14.18567562,39.83734512
